"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"262","914_2016a","BL33_S222_L001_R1_001.fastq.gz","BL33_S222_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 March","10-12 m","914",8,"run1","2016a",1960,1212.82818968762,"Medium","During",480,"NA",1213,NA
"263","919_2017","121_S121_L001_run4_R1_001.fastq.gz","121_S121_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","919",8,"run4","2017",2293,1212.82818968762,"Medium","After",481,"NA",1213,NA
"264","919_2016b","c-351_S351_L001_R1_001.fastq.gz","c-351_S351_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 November","10-12 m","919",8,"run3","2016b",2234,1212.82818968762,"Medium","After",483,"NA",1213,NA
"265","919_2016a","BL38_S226_L001_R1_001.fastq.gz","BL38_S226_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 March","10-12 m","919",8,"run1","2016a",1961,1212.82818968762,"Medium","During",482,"NA",1213,NA
"266","925_2017","8_S8_L001_run4_R1_001.fastq.gz","8_S8_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","925",35,"run4","2017",2629,1212.82818968762,"Medium","After",2111,"NA",1212.82818968762,NA
"267","148_2018","148-2018_S108_L001_R1_001.fastq.gz","148-2018_S108_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43280","10-12 m","925",35,"Starko_Shedd","2018",109,1212.82818968762,"Medium","After",2112,"NA",1212.82818968762,NA
"268","224_2019","224-2019_S311_L001_R1_001.fastq.gz","224-2019_S311_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","925",35,"Starko_Shedd","2019",322,1212.82818968762,"Medium","After",2113,"NA",1212.82818968762,NA
"269","925_2016b","c-217_S217_L001_R1_001.fastq.gz","c-217_S217_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2016 November","10-12 m","925",35,"run3","2016b",2100,1212.82818968762,"Medium","After",2115,"NA",1212.82818968762,NA
"270","925_2016a","BL54_S231_L001_R1_001.fastq.gz","BL54_S231_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2016 March","10-12 m","925",35,"run1","2016a",1966,1212.82818968762,"Medium","During",2114,"NA",1212.82818968762,NA
"271","928_2016a","2016a-057_S85_L001_R1_001.fastq.gz","2016a-057_S85_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2016 March","10-12 m","928",35,"run1","2016a",1900,1212.82818968762,"Medium","During",2116,"NA",1212.82818968762,NA
"272","168_2018","168-2018_S119_L001_R1_001.fastq.gz","168-2018_S119_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.89428 N","157.54276 W","43280","10-12 m","929",35,"Starko_Shedd","2018",121,1212.82818968762,"Medium","After",2029,"NA",1212.82818968762,NA
"273","199_2019","199-2019_S294_L001_R1_001.fastq.gz","199-2019_S294_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.89428 N","157.54276 W","43671","10-12 m","929",35,"Starko_Shedd","2019",303,1212.82818968762,"Medium","After",2030,"NA",1212.82818968762,NA
"274","929_2016a","BL58_S233_L001_R1_001.fastq.gz","BL58_S233_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.89428 N","157.54276 W","2016 March","10-12 m","929",35,"run1","2016a",1968,1212.82818968762,"Medium","During",2027,"NA",1212.82818968762,NA
"275","936_2017","201_S201_L001_run4_R1_001.fastq.gz","201_S201_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2017 July","10-12 m","936",27,"run4","2017",2381,7275.90836468762,"Very High","After",1169,"NA",3233.82818968762,NA
"276","23_2018","23-2018_S20_L001_R1_001.fastq.gz","23-2018_S20_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","43273","10-12 m","936",27,"Starko_Shedd","2018",20,7275.90836468762,"Very High","After",1170,"NA",3233.82818968762,NA
"277","291_2019","291-2019_S356_L001_R1_001.fastq.gz","291-2019_S356_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","43674","10-12 m","936",27,"Starko_Shedd","2019",367,7275.90836468762,"Very High","After",1171,"NA",3233.82818968762,NA
"278","936_2016b","c-254_S254_L001_R1_001.fastq.gz","c-254_S254_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2016 November","10-12 m","936",27,"run3","2016b",2137,7275.90836468762,"Very High","After",1173,"NA",3233.82818968762,NA
"279","936_2016a","BL69_S237_L001_R1_001.fastq.gz","BL69_S237_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2016 March","10-12 m","936",27,"run1","2016a",1972,7275.90836468762,"Very High","During",1172,"NA",3233.82818968762,NA
"280","20_2018","20-2018_S17_L001_R1_001.fastq.gz","20-2018_S17_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","2.00877 N","157.48886 W","43273","10-12 m","937",27,"Starko_Shedd","2018",17,7275.90836468762,"Very High","After",1080,"NA",3233.82818968762,NA
"281","937_2016b","c-255_S255_L001_R1_001.fastq.gz","c-255_S255_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2016 November","10-12 m","937",27,"run3","2016b",2138,7275.90836468762,"Very High","After",1112,"NA",3233.82818968762,NA
"282","937_2016a","BL70_S238_L001_R1_001.fastq.gz","BL70_S238_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2016 March","10-12 m","937",27,"run1","2016a",1973,7275.90836468762,"Very High","During",1111,"NA",3233.82818968762,NA
"283","937_2017","202_S202_L001_run4_R1_001.fastq.gz","202_S202_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","2.00877 N","157.48886 W","2017 July","10-12 m","937",27,"run4","2017",2382,7275.90836468762,"Very High","After",1114,"NA",3233.82818968762,NA
"284","939_2016a","BL72_S239_L001_R1_001.fastq.gz","BL72_S239_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2016 March","10-12 m","939",27,"run1","2016a",1974,7275.90836468762,"Very High","During",1174,"NA",3233.82818968762,NA
"285","941_2016a","BL74_S241_L001_R1_001.fastq.gz","BL74_S241_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2016 March","10-12 m","941",27,"run1","2016a",1976,7275.90836468762,"Very High","During",1175,"NA",3233.82818968762,NA
"286","1005_2017","74_S74_L001_run4_R1_001.fastq.gz","74_S74_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Actually Porites","1.82799 N","157.47693 W","2017 July","10-12 m","1005",37,"run4","2017",2623,0,"Very Low","After",2323,"NA",0,NA
"287","1005_2016b","c-274_S274_L001_R1_001.fastq.gz","c-274_S274_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Actually Porites","1.82799 N","157.47693 W","2016 November","10-12 m","1005",37,"run3","2016b",2157,0,"Very Low","After",2325,"NA",0,NA
"288","30_2018","30-2018_S27_L001_R1_001.fastq.gz","30-2018_S27_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Actually Porites","1.82799 N","157.47693 W","43274","10-12 m","1005",37,"Starko_Shedd","2018",27,0,"Very Low","After",2374,"NA",0,NA
"289","121_2019","121-2019_S241_L001_R1_001.fastq.gz","121-2019_S241_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Actually Porites","1.82799 N","157.47693 W","43667","10-12 m","1005",37,"Starko_Shedd","2019",251,0,"Very Low","After",2375,"NA",0,NA
"290","1005_2016a","BL217_S193_L001_R1_001.fastq.gz","BL217_S193_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Actually Porites","1.82799 N","157.47693 W","2016 March","10-12 m","1005",37,"run1","2016a",1936,0,"Very Low","During",2324,"NA",0,NA
"291","1008_2017","75_S75_L001_run4_R1_001.fastq.gz","75_S75_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1008",37,"run4","2017",2624,0,"Very Low","After",2326,"NA",0,NA
"292","31_2018","31-2018_S28_L001_R1_001.fastq.gz","31-2018_S28_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43274","10-12 m","1008",37,"Starko_Shedd","2018",28,0,"Very Low","After",2327,"NA",0,NA
"293","119_2019","119-2019_S239_L001_R1_001.fastq.gz","119-2019_S239_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43667","10-12 m","1008",37,"Starko_Shedd","2019",249,0,"Very Low","After",2328,"NA",0,NA
"294","1008_2016b","c-276_S276_L001_R1_001.fastq.gz","c-276_S276_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1008",37,"run3","2016b",2159,0,"Very Low","After",2330,"NA",0,NA
"295","1008_2016a","BL220_S194_L001_R1_001.fastq.gz","BL220_S194_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 March","10-12 m","1008",37,"run1","2016a",1937,0,"Very Low","During",2329,"NA",0,NA
"296","1009_2016b","c-278_S278_L001_R1_001.fastq.gz","c-278_S278_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.82799 N","157.47693 W","2016 November","10-12 m","1009",37,"run3","2016b",2161,0,"Very Low","After",2315,"NA",0,NA
"297","28_2018","28-2018_S25_L001_R1_001.fastq.gz","28-2018_S25_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.82799 N","157.47693 W","43274","10-12 m","1009",37,"Starko_Shedd","2018",25,0,"Very Low","After",2319,"NA",0,NA
"298","101_2019","101-2019_S227_L001_R1_001.fastq.gz","101-2019_S227_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.82799 N","157.47693 W","43667","10-12 m","1009",37,"Starko_Shedd","2019",237,0,"Very Low","After",2320,"NA",0,NA
"299","1009_2016a","BL221_S195_L001_R1_001.fastq.gz","BL221_S195_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.82799 N","157.47693 W","2016 March","10-12 m","1009",37,"run1","2016a",1938,0,"Very Low","During",2314,"NA",0,NA
"300","1009_2017","77_S77_L001_run4_R1_001.fastq.gz","77_S77_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.82799 N","157.47693 W","2017 July","10-12 m","1009",37,"run4","2017",2626,0,"Very Low","After",2318,"NA",0,NA
"301","1011_2017","78_S78_L001_run4_R1_001.fastq.gz","78_S78_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1011",37,"run4","2017",2627,0,"Very Low","After",2331,"NA",0,NA
"302","1011_2016b","c-279_S279_L001_R1_001.fastq.gz","c-279_S279_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1011",37,"run3","2016b",2162,0,"Very Low","After",2333,"NA",0,NA
"303","29_2018","29-2018_S26_L001_R1_001.fastq.gz","29-2018_S26_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Goniopora?? #Not Goniopora","1.82799 N","157.47693 W","43274","10-12 m","1011",37,"Starko_Shedd","2018",26,0,"Very Low","After",2377,"NA",0,NA
"304","125_2019","125-2019_S244_L001_R1_001.fastq.gz","125-2019_S244_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Goniopora?? #Not Goniopora","1.82799 N","157.47693 W","43667","10-12 m","1011",37,"Starko_Shedd","2019",254,0,"Very Low","After",2378,"NA",0,NA
"305","1011_2016a","BL223_S196_L001_R1_001.fastq.gz","BL223_S196_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 March","10-12 m","1011b",37,"run1","2016a",1939,0,"Very Low","During",2332,"NA",0,NA
"306","1013_2017","79_S79_L001_run4_R1_001.fastq.gz","79_S79_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1013",37,"run4","2017",2628,0,"Very Low","After",2334,"NA",0,NA
"307","1013_2016b","c-290_S290_L001_R1_001.fastq.gz","c-290_S290_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1013",37,"run3","2016b",2173,0,"Very Low","After",2336,"NA",0,NA
"308","129_2019","129-2019_S247_L001_R1_001.fastq.gz","129-2019_S247_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp #Check, is it Porites?? #Not Porites","1.82799 N","157.47693 W","43667","10-12 m","1013",37,"Starko_Shedd","2019",257,0,"Very Low","After",2376,"NA",0,NA
"309","1013_2016a","BL225_S197_L001_R1_001.fastq.gz","BL225_S197_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 March","10-12 m","1013",37,"run1","2016a",1940,0,"Very Low","During",2335,"NA",0,NA
"310","1017_2017","84_S84_L001_run4_R1_001.fastq.gz","84_S84_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1017",37,"run4","2017",2634,0,"Very Low","After",2337,"NA",0,NA
"311","34_2018","34-2018_S31_L001_R1_001.fastq.gz","34-2018_S31_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43274","10-12 m","1017",37,"Starko_Shedd","2018",31,0,"Very Low","After",2338,"NA",0,NA
"312","132_2019","132-2019_S249_L001_R1_001.fastq.gz","132-2019_S249_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43667","10-12 m","1017",37,"Starko_Shedd","2019",259,0,"Very Low","After",2339,"NA",0,NA
"313","1017_2016b","c-286_S286_L001_R1_001.fastq.gz","c-286_S286_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1017",37,"run3","2016b",2169,0,"Very Low","After",2341,"NA",0,NA
"314","1017_2016a","BL229_S198_L001_R1_001.fastq.gz","BL229_S198_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 March","10-12 m","1017",37,"run1","2016a",1941,0,"Very Low","During",2340,"NA",0,NA
"315","1020_2017","85_S85_L001_run4_R1_001.fastq.gz","85_S85_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1020",37,"run4","2017",2635,0,"Very Low","After",2342,"NA",0,NA
"316","35_2018","35-2018_S32_L001_R1_001.fastq.gz","35-2018_S32_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43274","10-12 m","1020",37,"Starko_Shedd","2018",32,0,"Very Low","After",2343,"NA",0,NA
"317","133_2019","133-2019_S250_L001_R1_001.fastq.gz","133-2019_S250_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43667","10-12 m","1020",37,"Starko_Shedd","2019",260,0,"Very Low","After",2344,"NA",0,NA
"318","1020_2016b","c-284_S284_L001_R1_001.fastq.gz","c-284_S284_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1020",37,"run3","2016b",2167,0,"Very Low","After",2346,"NA",0,NA
"319","1020_2016a","BL212_S190_L001_R1_001.fastq.gz","BL212_S190_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 March","10-12 m","1020",37,"run1","2016a",1933,0,"Very Low","During",2345,"NA",0,NA
"320","1022_2017","89_S89_L001_run4_R1_001.fastq.gz","89_S89_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2017 July","10-12 m","1022",37,"run4","2017",2639,0,"Very Low","After",2347,"NA",0,NA
"321","105_2019","105-2019_S229_L001_R1_001.fastq.gz","105-2019_S229_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","43667","10-12 m","1022",37,"Starko_Shedd","2019",239,0,"Very Low","After",2348,"NA",0,NA
"322","1022_2016b","c-283_S283_L001_R1_001.fastq.gz","c-283_S283_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.82799 N","157.47693 W","2016 November","10-12 m","1022",37,"run3","2016b",2166,0,"Very Low","After",2350,"NA",0,NA
